,Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,sentiments,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
288,Speed,1994,94,98.334,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",Los Angeles police officer Jack (Keanu Reeves) angers retired bomb squad member Howard Payne (Dennis Hopper) by foiling his attempt...,positive,283200000.0,Thriller,7.3,78.0,116.0,356055.0
289,John Wick,2014,86,95.498,Chad Stahelski,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",Legendary assassin John Wick (Keanu Reeves) retired from his violent career after marrying the love of his life. Her sudden...,positive,76010510.0,Thriller,7.4,68.0,101.0,606041.0
290,"Crouching Tiger, Hidden Dragon",2000,97,102.82,Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Zhang Ziyi, Chen Chang","In 19th century Qing Dynasty China, a warrior (Chow Yun-Fat) gives his sword, Green Destiny, to his lover (Michelle Yeoh)...",negative,213514672.0,Adventure,7.9,94.0,120.0,265710.0
291,Predator,1987,80,82.798,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Jesse Ventura, Elpidia Carrillo","Dutch (Arnold Schwarzenegger), a soldier of fortune, is hired by the U.S. government to secretly rescue a group of politicians...",positive,98267558.0,Sci-Fi,7.8,45.0,107.0,399972.0
292,The Bourne Ultimatum,2007,92,103.329,Paul Greengrass,"Matt Damon, Julia Stiles, Joan Allen, David Strathairn",Jason Bourne (Matt Damon) continues his international quest to uncover his true identity. From Russia to Europe to northern Africa...,positive,444043396.0,Thriller,8.0,85.0,115.0,627503.0
293,Total Recall,1990,82,87.033,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",Douglas Quaid (Arnold Schwarzenegger) is a bored construction worker in the year 2084 who dreams of visiting the colonized Mars....,positive,261399830.0,Sci-Fi,7.5,57.0,113.0,323899.0
294,Heat,1995,88,92.8,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","Master criminal Neil McCauley (Robert De Niro) is trying to control the rogue actions of one of his men, while...",positive,187433328.0,Drama,8.3,76.0,170.0,633949.0
295,Aliens,1986,97,104.618,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser","After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team....",negative,183300764.0,Sci-Fi,8.4,84.0,137.0,699565.0
296,The Matrix,1999,88,93.927,Andy Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Neo (Keanu Reeves) believes that Morpheus (Laurence Fishburne), an elusive figure considered to be the most dangerous man alive, can...",positive,465974198.0,Sci-Fi,8.7,73.0,136.0,1858656.0
297,Terminator 2: Judgment Day,1991,93,98.106,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","In this sequel set eleven years after ""The Terminator,"" young John Connor (Edward Furlong), the key to civilization's victory over...",positive,515390883.0,Sci-Fi,8.6,75.0,137.0,1068128.0
298,Die Hard,1988,94,99.857,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson",New York City policeman John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) and two daughters on Christmas...,negative,139434346.0,Thriller,8.2,72.0,132.0,857240.0
299,Mad Max: Fury Road,2015,97,114.924,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne","Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When...",positive,367457874.0,Sci-Fi,8.1,90.0,120.0,969134.0
300,Bram Stoker's Dracula,1992,76,80.042,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",Adaptation of Bram Stoker's classic vampire novel. Gary Oldman plays Dracula whose lonely soul is determined to reunite with his...,positive,215862692.0,Drama,7.4,57.0,128.0,212301.0
301,Hellraiser,1987,72,75.403,Clive Barker,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman",Sexual deviant Frank (Sean Chapman) inadvertently opens a portal to hell when he tinkers with a box he bought while...,positive,14575148.0,Horror,6.9,57.0,94.0,117645.0
302,Open Water,2003,71,78.239,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Estelle Lau",Daniel (Daniel Travis) and Susan (Blanchard Ryan) embark on a tropical vacation with their scuba-diving certifications in tow. During a...,positive,55518641.0,Horror,5.8,63.0,79.0,53460.0
303,The Ring,2002,71,77.093,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",It sounds like just another urban legend -- a videotape filled with nightmarish images leads to a phone call foretelling...,negative,248218486.0,Horror,7.1,57.0,115.0,342341.0
304,Frailty,2002,75,79.08,Bill Paxton,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary","Set in present day Texas, ""Frailty"" centers on the FBI's search for a serial killer who calls himself ""God's Hands.""...",positive,19947280.0,Drama,7.2,64.0,100.0,83153.0
305,Eden Lake,2008,80,80.425,James Watkins,"Finn Atkins, Michael Fassbender, James Gandhi, Thomas Gill","During a romantic weekend getaway, a young couple confronts a gang of youths, and suffers brutal consequences....",positive,4294373.0,Horror,6.7,65.0,91.0,83608.0
306,Candyman,1992,78,84.601,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons",Skeptical graduate student Helen Lyle (Virginia Madsen) befriends Anne-Marie McCoy (Vanessa Williams) while researching superstitions in a housing project on...,negative,77395789.0,Horror,5.9,72.0,91.0,54606.0
307,Oculus,2013,75,80.527,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane","Haunted by the violent demise of their parents 10 years earlier, adult siblings Kaylie (Karen Gillan) and Tim (Brenton Thwaites)...",positive,44115496.0,Horror,6.5,61.0,104.0,126737.0
308,Night of the Comet,1984,79,78.641,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Geoffrey Lewis","After a rare comet sighting, teen sisters Regina (Catherine Mary Stewart) and Samantha (Kelli Maroney) find that they're among the...",positive,14600000.0,Comedy,6.3,59.0,95.0,20753.0
309,The Lost Boys,1987,75,80.131,Joel Schumacher,"Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes",Teenage brothers Michael (Jason Patric) and Sam (Corey Haim) move with their mother (Dianne Wiest) to a small town in...,positive,32396366.0,Comedy,7.2,63.0,97.0,138644.0
310,The Lodge,2019,74,86.423,Veronika Franz,"Riley Keough, Jaeden Lieberher, Lia McHugh, Richard Armitage","During a family retreat to a remote winter cabin over the holidays, the father is forced to abruptly depart for...",positive,3090713.0,Drama,6.0,64.0,108.0,44750.0
311,Southbound,2015,81,83.619,Roxanne Benjamin,"Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese","Interlocking tales of highway terror revolve around malevolent spirits at a truck stop, a mysterious traveler, a car accident and...",positive,224743.0,Horror,5.9,58.0,89.0,19181.0
312,Lights Out,2016,75,85.427,David F. Sandberg,"Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke","When Rebecca (Teresa Palmer) left home, she thought that her childhood fears were behind her. As a young girl growing...",positive,148806510.0,Horror,6.3,58.0,81.0,126404.0
313,You're Next,2011,79,84.467,Adam Wingard,"Sharni Vinson, Nicholas Tucci, Wendy Glenn, A.J. Bowen","The Davisons, an upper-class family, are extremely wealthy -- but also estranged. In an attempt to mend their broken family...",positive,26887177.0,Horror,6.5,66.0,95.0,97259.0
314,Videodrome,1983,79,82.207,David Cronenberg,"James Woods, Deborah Harry, Sonja Smits, Peter Dvorsky","As the president of a trashy TV channel, Max Renn (James Woods) is desperate for new programming to attract viewers....",negative,2120439.0,Horror,7.2,60.0,87.0,91005.0
315,Thirst,2009,80,84.464,Park Chan-wook,"Song Kang-ho, Kim Ok-bin, Shin Ha-kyun, Kim Hae-sook","Sang-hyun (Song Kang-ho), a respected priest, volunteers for an experimental procedure that may lead to a cure for a deadly...",negative,13468951.0,Drama,7.1,73.0,134.0,46126.0
316,Dead Ringers,1988,83,85.407,David Cronenberg,"Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon","Elliot (Jeremy Irons), a successful gynecologist, works at the same practice as his identical twin, Beverly (also Irons). Elliot is...",positive,9134733.0,Drama,7.2,86.0,116.0,46086.0
317,Scream 2,1997,81,85.646,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Sarah Michelle Gellar","Sydney (Neve Campbell) and tabloid reporter Gale Weathers (Courteney Cox) survived the events of the first ""Scream,"" but their nightmare...",negative,172363301.0,Horror,6.3,63.0,120.0,179037.0
318,1408,2007,79,86.704,Mikael Hafstrom,"John Cusack, Samuel L. Jackson, Mary McCormack, Jasmine Jessica Anthony",Mike Enslin (John Cusack) is a successful author who enjoys worldwide acclaim debunking supernatural phenomena -- before he checks into...,positive,131263370.0,Horror,6.8,64.0,104.0,268913.0
319,A Tale of Two Sisters,2003,85,86.943,Kim Jee-woon,"Yum Jung-ah, Kim Kap-soo, Moon Geun-young, Im Soo-jung","After being institutionalized in a mental hospital, Korean teen Su-mi (Yum Jung-ah) reunites with her beloved sister, Su-yeon (Im Soo-jung),...",positive,91055.0,Drama,7.1,65.0,114.0,61401.0
320,Ouija: Origin of Evil,2016,83,89.604,Mike Flanagan,"Elizabeth Reaser, Annalise Basso, Lulu Wilson, Henry Thomas","In 1967 Los Angeles, widowed mother Alice Zander (Elizabeth Reaser) unwittingly invites authentic evil into her home by adding a...",positive,81831866.0,Drama,6.2,65.0,99.0,62550.0
321,The Shallows,2016,78,91.021,Jaume Collet-Serra,"Blake Lively, Óscar Jaenada, Brett Cullen, Sedona Legge","Still reeling from the loss of her mother, medical student Nancy Adams (Blake Lively) travels to a secluded beach for...",positive,118763442.0,Drama,6.3,59.0,86.0,130329.0
322,Shadow of the Vampire,2000,81,85.962,E. Elias Merhige,"John Malkovich, Willem Dafoe, Cary Elwes, John Aden Gillett","F. W. Murnau (John Malkovich) is struggling to create his silent classic ""Nosferatu"" on location in Eastern Europe. The director...",negative,8279017.0,Horror,6.9,71.0,92.0,41792.0
323,The House of the Devil,2009,85,88.582,Ti West,"Jocelin Donahue, Tom Noonan, Mary Woronov, Greta Gerwig","Desperate to make some money so she can move into a new apartment, college student Samantha Hughes (Jocelin Donahue) takes...",negative,102812.0,Horror,6.3,73.0,95.0,45422.0
324,The Others,2001,84,89.563,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley","Grace (Nicole Kidman), the devoutly religious mother of Anne (Alakina Mann) and Nicholas (James Bentley), moves her family to the...",positive,207765056.0,Horror,7.6,74.0,104.0,359174.0
325,Tremors,1990,87,88.713,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",Repairmen Val McKee (Kevin Bacon) and Earl Bassett (Fred Ward) are tired of their dull lives in the small desert...,negative,16667084.0,Comedy,7.1,65.0,96.0,135022.0
326,Paranormal Activity,2007,83,91.835,Oren Peli,"Katie Featherston, Micah Sloat, Amber Armstrong, Mark Fredrichs","Soon after moving into a suburban tract home, Katie (Katie Featherston) and Micah (Micah Sloat) become increasingly disturbed by what...",negative,194183034.0,Horror,6.3,68.0,86.0,235141.0
327,Ginger Snaps,2000,89,90.441,John Fawcett,"Emily Perkins, Katharine Isabelle, Kris Lemche, Mimi Rogers","The story of two outcast sisters, Ginger (Katharine Isabelle) and Brigitte (Emily Perkins), in the mindless suburban town of Bailey...",negative,572781.0,Drama,6.8,70.0,108.0,46497.0
328,Sisters,1973,87,89.036,Brian De Palma,"Margot Kidder, Jennifer Salt, Charles Durning, William Finley","Inquisitive journalist Grace Collier (Jennifer Salt) is horrified when she witnesses her neighbor, fashion model Danielle Breton (Margot Kidder), violently...",positive,106030660.0,Comedy,6.0,58.0,118.0,66300.0
329,Cargo,2017,88,91.941,Ben Howling,"Martin Freeman, Anthony Hayes, Susie Porter, Simone Landers","Stranded in rural Australia in the aftermath of a violent pandemic, an infected father desperately searches for a new home...",negative,313230.0,Drama,6.3,65.0,105.0,42799.0
330,Slither,2006,87,91.892,James Gunn,"Nathan Fillion, Elizabeth Banks, Michael Rooker, Gregg Henry",Wheelsy is a small town where not much happens and everyone minds his own business. No one notices when evil...,positive,12930343.0,Comedy,6.5,69.0,95.0,81129.0
331,House on Haunted Hill,1959,89,89.884,William Castle,"Vincent Price, Carol Ohmart, Richard Long, Alan Marshal","Rich oddball Frederick Loren (Vincent Price) has a proposal for five guests at a possibly haunted mansion: Show up, survive...",negative,65090541.0,Horror,5.6,28.0,93.0,56356.0
332,Poltergeist,1982,87,91.401,Tobe Hooper,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne","Strange and creepy happenings beset an average California family, the Freelings -- Steve (Craig T. Nelson), Diane (JoBeth Williams), teenaged...",positive,121706019.0,Horror,7.3,79.0,114.0,158419.0
333,The Thing,1982,83,88.168,John Carpenter,"Kurt Russell, A. Wilford Brimley, T.K. Carter, Richard Dysart","In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at...",negative,27573078.0,Horror,8.2,57.0,109.0,409454.0
334,Dead Alive,1992,89,91.184,Peter Jackson,"Timothy Balme, Diana Peñalver, Elizabeth Moody, Ian Watkin","Overprotective mother Vera Cosgrove (Elizabeth Moody), spying on her grown son, Lionel (Timothy Balme), as he visits the zoo with...",positive,242623.0,Comedy,7.5,54.0,104.0,96366.0
335,Freaks,2018,88,92.559,Adam Stein,"Emile Hirsch, Bruce Dern, Lexy Kolker, Amanda Crew","Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world. It's...",positive,350122.0,Drama,6.7,63.0,105.0,34150.0
336,The Descent,2005,86,94.091,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder","A year after a severe emotional trauma, Sarah (Shauna Macdonald) goes to North Carolina to spend some time exploring caves...",positive,57051053.0,Horror,7.2,71.0,99.0,218919.0
337,Better Watch Out,2016,89,93.219,Chris Peckover,"Levi Miller, Olivia DeJonge, Ed Oxenbould, Dacre Montgomery",Ashley travels to the suburban home of the Lerners to baby-sit their 12-year-old son Luke at Christmastime. She must soon...,positive,188756.0,Comedy,6.5,67.0,89.0,37621.0
338,An American Werewolf in London,1981,89,92.582,John Landis,"David Naughton, Jenny Agutter, Griffin Dunne, John Woodvine","David (David Naughton) and Jack (Griffin Dunne), two American college students, are backpacking through Britain when a large wolf attacks...",negative,61968388.0,Comedy,7.5,55.0,97.0,103957.0
339,Doctor Sleep,2019,78,99.032,Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis","Struggling with alcoholism, Dan Torrance remains traumatized by the sinister events that occurred at the Overlook Hotel when he was...",negative,71856239.0,Drama,7.3,59.0,152.0,183055.0
340,The Omen,1976,86,90.463,Richard Donner,"Gregory Peck, Lee Remick, David Warner, Billie Whitelaw","American diplomat Robert (Gregory Peck) adopts Damien (Harvey Stephens) when his wife, Katherine (Lee Remick), delivers a stillborn child. After...",negative,119295584.0,Drama,5.5,43.0,110.0,58971.0
341,Come to Daddy,2019,86,92.119,Ant Timpson,"Elijah Wood, Stephen McHattie, Martin Donovan, Michael Smiley","A privileged man-child arrives at the beautiful and remote coastal cabin of his estranged father, whom he hasn't seen in...",positive,120405.0,Comedy,6.0,64.0,96.0,17656.0
342,Crawl,2019,84,95.694,Alexandre Aja,"Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson","When a massive hurricane hits her Florida town, young Haley ignores the evacuation orders to search for her missing father,...",negative,91799500.0,Horror,6.1,60.0,87.0,82157.0
343,The Invitation,2015,89,95.511,Karyn Kusama,"Logan Marshall-Green, Tammy Blanchard, Michiel Huisman, Emayatzy Corinealdi","While attending a dinner party at his former house, a man (Logan Marshall-Green) starts to believe that his ex-wife (Tammy...",negative,354836.0,Drama,6.6,74.0,100.0,105476.0
344,Hounds of Love,2016,88,95.03,Ben Young,"Emma Booth, Ashleigh Cummings, Stephen Curry, Susie Porter","In 1987, murderous couple John and Evelyn roam the streets of Perth, Australia, searching for their latest victim. Fate leads...",positive,245909.0,Horror,6.5,73.0,108.0,11829.0
345,The Dead Zone,1983,90,92.807,David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom","When Johnny Smith (Christopher Walken) awakens from a coma caused by a car accident, he finds that years have passed,...",negative,20766000.0,Drama,7.2,69.0,103.0,68709.0
346,Bone Tomahawk,2015,91,93.534,S. Craig Zahler,"Kurt Russell, Patrick Wilson, Richard Jenkins, Matthew Fox","In the Old West, a sheriff (Kurt Russell), his deputy (Richard Jenkins), a gunslinger (Matthew Fox),and a cowboy (Patrick Wilson)...",positive,475846.0,Drama,7.1,72.0,132.0,98252.0
